Id,Bound
1061,1
1062,0
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,1
1070,1
1071,0
1072,0
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,0
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,0
1094,1
1095,1
1096,0
1097,1
1098,1
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,1
1108,0
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,0
1122,1
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,0
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,0
1137,0
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,0
1152,1
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1160,1
1161,0
1162,0
1163,1
1164,1
1165,0
1166,1
1167,1
1168,0
1169,1
1170,1
1171,1
1172,0
1173,1
1174,1
1175,0
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,0
1189,1
1190,0
1191,0
1192,0
1193,1
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,0
1213,0
1214,1
1215,1
1216,1
1217,1
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,0
1227,1
1228,0
1229,1
1230,0
1231,1
1232,1
1233,0
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,0
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,1
1248,0
1249,1
1250,1
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,1
1268,1
1269,0
1270,1
1271,0
1272,1
1273,1
1274,1
1275,1
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,0
1283,0
1284,0
1285,1
1286,1
1287,1
1288,0
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,0
1318,1
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,1
1327,1
1328,0
1329,0
1330,1
1331,1
1332,1
1333,0
1334,0
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,0
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,1
1353,1
1354,0
1355,1
1356,0
1357,0
1358,0
1359,1
1360,0
1361,1
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,0
1374,0
1375,1
1376,0
1377,0
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,0
1386,0
1387,1
1388,1
1389,0
1390,1
1391,0
1392,0
1393,1
1394,0
1395,0
1396,0
1397,1
1398,0
1399,1
1400,1
1401,1
1402,0
1403,0
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,1
1416,1
1417,0
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,0
1425,1
1426,0
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,1
1441,1
1442,0
1443,1
1444,0
1445,0
1446,1
1447,0
1448,0
1449,1
1450,0
1451,0
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,0
1459,0
1460,0
1461,1
1462,1
1463,1
1464,1
1465,0
1466,1
1467,1
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,1
1475,1
1476,1
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,1
1484,0
1485,1
1486,1
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,1
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,1
1517,0
1518,0
1519,1
1520,0
1521,1
1522,0
1523,1
1524,1
1525,1
1526,1
1527,0
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,1
1542,1
1543,1
1544,0
1545,0
1546,0
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,0
1562,1
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,1
1570,1
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,1
1580,1
1581,0
1582,0
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,0
1590,0
1591,1
1592,1
1593,1
1594,1
1595,0
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,1
1627,0
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,0
1638,1
1639,0
1640,1
1641,0
1642,1
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,1
1653,1
1654,1
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,0
1691,1
1692,0
1693,1
1694,1
1695,0
1696,1
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,0
1704,1
1705,1
1706,0
1707,0
1708,1
1709,1
1710,0
1711,0
1712,0
1713,1
1714,0
1715,0
1716,0
1717,1
1718,1
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,1
1726,0
1727,0
1728,0
1729,1
1730,0
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,1
1752,1
1753,0
1754,0
1755,1
1756,1
1757,1
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,1
1770,1
1771,1
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,1
1784,0
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,0
1795,1
1796,0
1797,1
1798,1
1799,0
1800,1
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,1
1811,0
1812,1
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,1
1824,1
1825,1
1826,0
1827,1
1828,1
1829,1
1830,0
1831,1
1832,0
1833,0
1834,1
1835,1
1836,1
1837,1
1838,0
1839,0
1840,1
1841,0
1842,0
1843,0
1844,0
1845,0
1846,1
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
1853,1
1854,0
1855,1
1856,1
1857,1
1858,1
1859,1
1860,0
1861,0
1862,0
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,1
1887,1
1888,1
1889,0
1890,1
1891,1
1892,0
1893,0
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,1
1901,0
1902,1
1903,1
1904,0
1905,1
1906,0
1907,1
1908,0
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,1
1936,1
1937,1
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,1
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,0
1964,1
1965,1
1966,0
1967,0
1968,1
1969,1
1970,0
1971,1
1972,0
1973,1
1974,0
1975,0
1976,1
1977,1
1978,1
1979,0
1980,0
1981,1
1982,1
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,0
1992,1
1993,0
1994,1
1995,0
1996,1
1997,1
1998,1
1999,0
2000,1
2001,0
2002,1
2003,1
2004,0
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,0
2013,0
2014,1
2015,1
2016,0
2017,1
2018,1
2019,1
2020,0
2021,0
2022,1
2023,1
2024,0
2025,1
2026,0
2027,1
2028,0
2029,0
2030,1
2031,1
2032,0
2033,0
2034,1
2035,0
2036,1
2037,0
2038,0
2039,1
2040,0
2041,0
2042,1
2043,1
2044,1
2045,1
2046,0
2047,1
2048,1
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,0
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,1
2067,1
2068,1
2069,1
2070,1
2071,0
2072,0
2073,0
2074,1
2075,1
2076,0
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,1
2084,0
2085,0
2086,0
2087,0
2088,1
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,1
2097,0
2098,1
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,0
2106,1
2107,1
2108,0
2109,1
2110,0
2111,0
2112,0
2113,1
2114,1
2115,0
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,1
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,1
2130,0
2131,1
2132,1
2133,1
2134,1
2135,0
2136,1
2137,0
2138,1
2139,0
2140,1
2141,1
2142,0
2143,1
2144,1
2145,0
2146,1
2147,0
2148,0
2149,0
2150,0
2151,1
2152,1
2153,0
2154,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,1
2161,1
2162,0
2163,1
2164,0
2165,0
2166,1
2167,1
2168,1
2169,0
2170,1
2171,0
2172,1
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,0
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,1
2188,1
2189,0
2190,0
2191,1
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,1
2199,0
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,1
2221,1
2222,0
2223,0
2224,0
2225,1
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,1
2233,0
2234,0
2235,1
2236,0
2237,1
2238,1
2239,1
2240,0
2241,0
2242,1
2243,1
2244,0
2245,1
2246,0
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,0
2262,1
2263,0
2264,0
2265,0
2266,1
2267,1
2268,1
2269,1
2270,0
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,0
2281,1
2282,1
2283,1
2284,0
2285,0
2286,1
2287,0
2288,1
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,1
2296,1
2297,0
2298,1
2299,1
2300,1
2301,0
2302,1
2303,1
2304,0
2305,1
2306,1
2307,1
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,1
2315,0
2316,1
2317,0
2318,0
2319,1
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,0
2327,0
2328,1
2329,1
2330,0
2331,1
2332,0
2333,0
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,1
2341,1
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,0
2352,0
2353,0
2354,1
2355,0
2356,1
2357,1
2358,1
2359,0
2360,0
2361,1
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,0
2384,0
2385,0
2386,0
2387,1
2388,0
2389,0
2390,0
2391,1
2392,1
2393,1
2394,1
2395,1
2396,0
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,1
2418,0
2419,0
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,1
2427,0
2428,0
2429,0
2430,0
2431,1
2432,1
2433,0
2434,0
2435,1
2436,1
2437,0
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,0
2448,1
2449,1
2450,1
2451,0
2452,1
2453,0
2454,0
2455,0
2456,1
2457,0
2458,1
2459,1
2460,1
2461,0
2462,1
2463,1
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,0
2476,0
2477,1
2478,1
2479,0
2480,1
2481,1
2482,0
2483,0
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,0
2492,1
2493,1
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,1
2508,0
2509,1
2510,1
2511,0
2512,1
2513,1
2514,1
2515,1
2516,0
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,1
2524,0
2525,1
2526,1
2527,0
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,1
2540,1
2541,1
2542,0
2543,0
2544,1
2545,1
2546,0
2547,1
2548,1
2549,0
2550,0
2551,0
2552,0
2553,0
2554,1
2555,0
2556,1
2557,0
2558,0
2559,0
2560,0
2561,1
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,1
2569,1
2570,1
2571,1
2572,0
2573,0
2574,0
2575,0
2576,1
2577,1
2578,1
2579,0
2580,0
2581,0
2582,1
2583,1
2584,1
2585,0
2586,0
2587,0
2588,0
2589,1
2590,1
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,1
2598,0
2599,0
2600,1
2601,1
2602,1
2603,1
2604,1
2605,0
2606,0
2607,0
2608,1
2609,0
2610,1
2611,1
2612,1
2613,0
2614,1
2615,0
2616,0
2617,1
2618,0
2619,0
2620,1
2621,1
2622,1
2623,1
2624,1
2625,0
2626,0
2627,1
2628,0
2629,1
2630,0
2631,1
2632,0
2633,0
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,0
2645,1
2646,1
2647,1
2648,0
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,1
2656,0
2657,1
2658,0
2659,0
2660,0
2661,1
2662,0
2663,1
2664,0
2665,0
2666,0
2667,1
2668,1
2669,1
2670,1
2671,0
2672,0
2673,1
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,1
2694,0
2695,0
2696,0
2697,1
2698,0
2699,1
2700,0
2701,1
2702,1
2703,0
2704,0
2705,0
2706,0
2707,0
2708,1
2709,1
2710,1
2711,1
2712,1
2713,0
2714,0
2715,0
2716,1
2717,1
2718,1
2719,0
2720,1
2721,0
2722,1
2723,1
2724,1
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,1
2733,0
2734,0
2735,1
2736,1
2737,0
2738,1
2739,1
2740,1
2741,1
2742,0
2743,1
2744,0
2745,1
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,1
2753,1
2754,0
2755,0
2756,1
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,1
2764,0
2765,0
2766,0
2767,0
2768,1
2769,1
2770,1
2771,0
2772,0
2773,1
2774,0
2775,1
2776,0
2777,1
2778,0
2779,0
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,1
2797,0
2798,0
2799,1
2800,1
2801,1
2802,0
2803,0
2804,1
2805,0
2806,0
2807,1
2808,1
2809,1
2810,1
2811,0
2812,1
2813,0
2814,0
2815,1
2816,1
2817,1
2818,1
2819,0
2820,1
2821,0
2822,1
2823,1
2824,1
2825,1
2826,1
2827,0
2828,0
2829,0
2830,1
2831,0
2832,1
2833,1
2834,1
2835,0
2836,1
2837,1
2838,0
2839,0
2840,0
2841,0
2842,1
2843,0
2844,0
2845,1
2846,1
2847,0
2848,1
2849,1
2850,1
2851,1
2852,0
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,0
2860,0
2861,0
2862,1
2863,1
2864,0
2865,0
2866,0
2867,1
2868,0
2869,0
2870,0
2871,1
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,0
2879,1
2880,1
2881,0
2882,0
2883,1
2884,0
2885,1
2886,1
2887,0
2888,0
2889,1
2890,1
2891,0
2892,1
2893,0
2894,0
2895,1
2896,1
2897,1
2898,1
2899,0
2900,0
2901,1
2902,1
2903,1
2904,0
2905,1
2906,0
2907,1
2908,0
2909,0
2910,1
2911,0
2912,1
2913,0
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,0
2924,0
2925,0
2926,1
2927,0
2928,0
2929,1
2930,1
2931,1
2932,0
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,1
2940,0
2941,1
2942,0
2943,0
2944,0
2945,1
2946,0
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,0
2961,1
2962,1
2963,1
2964,1
2965,0
2966,1
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,0
2974,0
2975,1
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,1
2984,0
2985,1
2986,0
2987,1
2988,0
2989,1
2990,0
2991,1
2992,0
2993,1
2994,0
2995,1
2996,1
